_id,route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
2702,1-193,2024-JUN-FINAL-Weekday-08,4506952-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579328,10805
2703,1-193,2024-JUN-FINAL-Weekday-08,4506953-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579269,10805
2704,1-193,2024-JUN-FINAL-Weekday-08,4506954-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579288,10805
2705,1-193,2024-JUN-FINAL-Weekday-08,4506955-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579272,10805
2706,1-193,2024-JUN-FINAL-Weekday-08,4506956-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579344,10805
2707,1-193,2024-JUN-FINAL-Weekday-08,4506957-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579328,10805
2708,1-193,2024-JUN-FINAL-Weekday-08,4506958-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579306,10805
2709,1-193,2024-JUN-FINAL-Weekday-08,4506959-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579269,10805
2710,1-193,2024-JUN-FINAL-Weekday-08,4506960-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579272,10805
2711,1-193,2024-JUN-FINAL-Weekday-08,4506961-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579288,10805
2712,1-193,2024-JUN-FINAL-Weekday-08,4506962-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579306,10805
2713,1-193,2024-JUN-FINAL-Weekday-08,4506963-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579328,10805
2714,1-193,2024-JUN-FINAL-Weekday-08,4506964-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579344,10805
2715,1-193,2024-JUN-FINAL-Weekday-08,4506965-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579288,10805
2716,1-193,2024-JUN-FINAL-Weekday-08,4506966-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579269,10805
2717,1-193,2024-JUN-FINAL-Weekday-08,4506967-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579272,10805
2718,1-193,2024-JUN-FINAL-Weekday-08,4506968-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579306,10805
2719,1-193,2024-JUN-FINAL-Weekday-08,4506969-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579344,10805
2720,1-193,2024-JUN-FINAL-Weekday-08,4506970-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579288,10805
2721,1-193,2024-JUN-FINAL-Weekday-08,4506971-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579269,10805
2722,1-193,2024-JUN-FINAL-Weekday-08,4506972-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579328,10805
2723,1-193,2024-JUN-FINAL-Weekday-08,4506973-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579288,10805
2724,1-193,2024-JUN-FINAL-Weekday-08,4506974-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579306,10805
2725,1-193,2024-JUN-FINAL-Weekday-08,4506975-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579344,10805
2726,1-193,2024-JUN-FINAL-Weekday-08,4506976-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579306,10805
2727,1-193,2024-JUN-FINAL-Weekday-08,4506977-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579288,10805
2728,1-193,2024-JUN-FINAL-Weekday-08,4506978-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579306,10805
2729,1-193,2024-JUN-FINAL-Weekday-08,4506979-2024-JUN-FINAL-Weekday-08,1 CHAMBERLAYNE/ TRANSFER STATION,1,579288,10793
2730,1B-193,2024-JUN-FINAL-Weekday-08,4506980-2024-JUN-FINAL-Weekday-08,1B HULL/WARWICK,1,579383,1B0062
2731,20-193,2024-JUN-FINAL-Weekday-08,4506981-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579305,200125
2732,20-193,2024-JUN-FINAL-Weekday-08,4506982-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579276,200122
2733,20-193,2024-JUN-FINAL-Weekday-08,4506983-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579335,200125
2734,20-193,2024-JUN-FINAL-Weekday-08,4506984-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579271,200122
2735,20-193,2024-JUN-FINAL-Weekday-08,4506985-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2736,20-193,2024-JUN-FINAL-Weekday-08,4506986-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579305,200122
2737,20-193,2024-JUN-FINAL-Weekday-08,4506987-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579271,200125
2738,20-193,2024-JUN-FINAL-Weekday-08,4506988-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579305,200125
2739,20-193,2024-JUN-FINAL-Weekday-08,4506989-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579335,200122
2740,20-193,2024-JUN-FINAL-Weekday-08,4506990-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579335,200125
2741,20-193,2024-JUN-FINAL-Weekday-08,4506991-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579305,200122
2742,20-193,2024-JUN-FINAL-Weekday-08,4506992-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579305,200125
2743,20-193,2024-JUN-FINAL-Weekday-08,4506993-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579276,200122
2744,20-193,2024-JUN-FINAL-Weekday-08,4506994-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2745,20-193,2024-JUN-FINAL-Weekday-08,4506995-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579373,200122
2746,20-193,2024-JUN-FINAL-Weekday-08,4506996-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579373,200125
2747,20-193,2024-JUN-FINAL-Weekday-08,4506997-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579276,200122
2748,20-193,2024-JUN-FINAL-Weekday-08,4506998-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2749,20-193,2024-JUN-FINAL-Weekday-08,4506999-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579373,200122
2750,20-193,2024-JUN-FINAL-Weekday-08,4507000-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579379,200122
2751,20-193,2024-JUN-FINAL-Weekday-08,4507001-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579373,200125
2752,20-193,2024-JUN-FINAL-Weekday-08,4507002-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579379,200125
2753,20-193,2024-JUN-FINAL-Weekday-08,4507003-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579276,200122
2754,20-193,2024-JUN-FINAL-Weekday-08,4507004-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2755,20-193,2024-JUN-FINAL-Weekday-08,4507005-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579363,200122
2756,20-193,2024-JUN-FINAL-Weekday-08,4507006-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579373,200122
2757,20-193,2024-JUN-FINAL-Weekday-08,4507007-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579363,200125
2758,20-193,2024-JUN-FINAL-Weekday-08,4507008-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579379,200122
2759,20-193,2024-JUN-FINAL-Weekday-08,4507009-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579373,200125
2760,20-193,2024-JUN-FINAL-Weekday-08,4507010-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579276,200122
2761,20-193,2024-JUN-FINAL-Weekday-08,4507011-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579379,200125
2762,20-193,2024-JUN-FINAL-Weekday-08,4507012-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579363,200122
2763,20-193,2024-JUN-FINAL-Weekday-08,4507013-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2764,20-193,2024-JUN-FINAL-Weekday-08,4507014-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579379,200122
2765,20-193,2024-JUN-FINAL-Weekday-08,4507015-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579363,200125
2766,20-193,2024-JUN-FINAL-Weekday-08,4507016-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579379,200125
2767,20-193,2024-JUN-FINAL-Weekday-08,4507017-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579363,200122
2768,20-193,2024-JUN-FINAL-Weekday-08,4507018-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579379,200122
2769,20-193,2024-JUN-FINAL-Weekday-08,4507019-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579363,200125
2770,20-193,2024-JUN-FINAL-Weekday-08,4507020-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579271,200122
2771,20-193,2024-JUN-FINAL-Weekday-08,4507021-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2772,20-193,2024-JUN-FINAL-Weekday-08,4507022-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579305,200122
2773,20-193,2024-JUN-FINAL-Weekday-08,4507023-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579271,200125
2774,20-193,2024-JUN-FINAL-Weekday-08,4507024-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579335,200122
2775,20-193,2024-JUN-FINAL-Weekday-08,4507025-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579335,200125
2776,20-193,2024-JUN-FINAL-Weekday-08,4507026-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579305,200125
2777,20-193,2024-JUN-FINAL-Weekday-08,4507027-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579276,200122
2778,20-193,2024-JUN-FINAL-Weekday-08,4507028-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579271,200122
2779,20-193,2024-JUN-FINAL-Weekday-08,4507029-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579271,200125
2780,20-193,2024-JUN-FINAL-Weekday-08,4507030-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2781,20-193,2024-JUN-FINAL-Weekday-08,4507031-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579305,200122
2782,20-193,2024-JUN-FINAL-Weekday-08,4507032-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579335,200122
2783,20-193,2024-JUN-FINAL-Weekday-08,4507033-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579379,200125
2784,20-193,2024-JUN-FINAL-Weekday-08,4507034-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2785,20-193,2024-JUN-FINAL-Weekday-08,4507035-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579271,200125
2786,20-193,2024-JUN-FINAL-Weekday-08,4507036-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579335,200125
2787,20-193,2024-JUN-FINAL-Weekday-08,4507037-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579271,200125
2788,20-193,2024-JUN-FINAL-Weekday-08,4507038-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579379,200125
2789,20-193,2024-JUN-FINAL-Weekday-08,4507039-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579363,200125
2790,20-193,2024-JUN-FINAL-Weekday-08,4507040-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579373,200125
2791,20-193,2024-JUN-FINAL-Weekday-08,4507041-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579276,200125
2792,20-193,2024-JUN-FINAL-Weekday-08,4507042-2024-JUN-FINAL-Weekday-08,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,579373,200125
2793,20-193,2024-JUN-FINAL-Weekday-08,4507043-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579276,200122
2794,20-193,2024-JUN-FINAL-Weekday-08,4507044-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579271,200122
2795,20-193,2024-JUN-FINAL-Weekday-08,4507045-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579335,200122
2796,20-193,2024-JUN-FINAL-Weekday-08,4507046-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579271,200122
2797,20-193,2024-JUN-FINAL-Weekday-08,4507047-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579379,200122
2798,20-193,2024-JUN-FINAL-Weekday-08,4507048-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579363,200122
2799,20-193,2024-JUN-FINAL-Weekday-08,4507049-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579373,200122
2800,20-193,2024-JUN-FINAL-Weekday-08,4507050-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579276,200122
2801,20-193,2024-JUN-FINAL-Weekday-08,4507051-2024-JUN-FINAL-Weekday-08,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,579373,200122
2802,2B-193,2024-JUN-FINAL-Weekday-08,4507052-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579292,2B0105
2803,2B-193,2024-JUN-FINAL-Weekday-08,4507053-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579370,2B0105
2804,2B-193,2024-JUN-FINAL-Weekday-08,4507054-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579334,2B0105
2805,2B-193,2024-JUN-FINAL-Weekday-08,4507055-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579334,2B0105
2806,2B-193,2024-JUN-FINAL-Weekday-08,4507056-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579292,2B0105
2807,2B-193,2024-JUN-FINAL-Weekday-08,4507057-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579327,2B0105
2808,2B-193,2024-JUN-FINAL-Weekday-08,4507058-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579321,2B0105
2809,2B-193,2024-JUN-FINAL-Weekday-08,4507059-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579311,2B0105
2810,2B-193,2024-JUN-FINAL-Weekday-08,4507060-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579274,2B0105
2811,2B-193,2024-JUN-FINAL-Weekday-08,4507061-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579355,2B0105
2812,2B-193,2024-JUN-FINAL-Weekday-08,4507062-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579293,2B0105
2813,2B-193,2024-JUN-FINAL-Weekday-08,4507063-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579321,2B0105
2814,2B-193,2024-JUN-FINAL-Weekday-08,4507064-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579355,2B0105
2815,2B-193,2024-JUN-FINAL-Weekday-08,4507065-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579293,2B0105
2816,2B-193,2024-JUN-FINAL-Weekday-08,4507066-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579301,2B0105
2817,2B-193,2024-JUN-FINAL-Weekday-08,4507067-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579355,2B0105
2818,2B-193,2024-JUN-FINAL-Weekday-08,4507068-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579274,2B0105
2819,2B-193,2024-JUN-FINAL-Weekday-08,4507069-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579370,2B0105
2820,2B-193,2024-JUN-FINAL-Weekday-08,4507070-2024-JUN-FINAL-Weekday-08,2B JAHNKE/FOREST HILL/NORTH AVE,0,579349,2B0105
2821,2B-193,2024-JUN-FINAL-Weekday-08,4507071-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579292,2B0101
2822,2B-193,2024-JUN-FINAL-Weekday-08,4507072-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579301,2B0101
2823,2B-193,2024-JUN-FINAL-Weekday-08,4507073-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579293,2B0101
2824,2B-193,2024-JUN-FINAL-Weekday-08,4507074-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579311,2B0101
2825,2B-193,2024-JUN-FINAL-Weekday-08,4507075-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579334,2B0101
2826,2B-193,2024-JUN-FINAL-Weekday-08,4507076-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579293,2B0101
2827,2B-193,2024-JUN-FINAL-Weekday-08,4507077-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579349,2B0101
2828,2B-193,2024-JUN-FINAL-Weekday-08,4507078-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579274,2B0101
2829,2B-193,2024-JUN-FINAL-Weekday-08,4507079-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579355,2B0101
2830,2B-193,2024-JUN-FINAL-Weekday-08,4507080-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579334,2B0101
2831,2B-193,2024-JUN-FINAL-Weekday-08,4507081-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579327,2B0101
2832,2B-193,2024-JUN-FINAL-Weekday-08,4507082-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579292,2B0101
2833,2B-193,2024-JUN-FINAL-Weekday-08,4507083-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579311,2B0101
2834,2B-193,2024-JUN-FINAL-Weekday-08,4507084-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579321,2B0101
2835,2B-193,2024-JUN-FINAL-Weekday-08,4507085-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579327,2B0101
2836,2B-193,2024-JUN-FINAL-Weekday-08,4507086-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579274,2B0101
2837,2B-193,2024-JUN-FINAL-Weekday-08,4507087-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579355,2B0101
2838,2B-193,2024-JUN-FINAL-Weekday-08,4507088-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579370,2B0101
2839,2B-193,2024-JUN-FINAL-Weekday-08,4507089-2024-JUN-FINAL-Weekday-08,2B FOREST HILL/JAHNKE/MIDLOTHIAN,1,579334,2B0101
2840,2C-193,2024-JUN-FINAL-Weekday-08,4507090-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579369,2C0114
2841,2C-193,2024-JUN-FINAL-Weekday-08,4507091-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579311,2C0114
2842,2C-193,2024-JUN-FINAL-Weekday-08,4507092-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579301,2C0114
2843,2C-193,2024-JUN-FINAL-Weekday-08,4507093-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579293,2C0114
2844,2C-193,2024-JUN-FINAL-Weekday-08,4507094-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579311,2C0114
2845,2C-193,2024-JUN-FINAL-Weekday-08,4507095-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579292,2C0114
2846,2C-193,2024-JUN-FINAL-Weekday-08,4507096-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579355,2C0114
2847,2C-193,2024-JUN-FINAL-Weekday-08,4507097-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579334,2C0114
2848,2C-193,2024-JUN-FINAL-Weekday-08,4507098-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579334,2C0114
2849,2C-193,2024-JUN-FINAL-Weekday-08,4507099-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579349,2C0114
2850,2C-193,2024-JUN-FINAL-Weekday-08,4507100-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579274,2C0114
2851,2C-193,2024-JUN-FINAL-Weekday-08,4507101-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579301,2C0114
2852,2C-193,2024-JUN-FINAL-Weekday-08,4507102-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579327,2C0114
2853,2C-193,2024-JUN-FINAL-Weekday-08,4507103-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579301,2C0114
2854,2C-193,2024-JUN-FINAL-Weekday-08,4507104-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579349,2C0114
2855,2C-193,2024-JUN-FINAL-Weekday-08,4507105-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579334,2C0114
2856,2C-193,2024-JUN-FINAL-Weekday-08,4507106-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579327,2C0114
2857,2C-193,2024-JUN-FINAL-Weekday-08,4507107-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579355,2C0114
2858,2C-193,2024-JUN-FINAL-Weekday-08,4507108-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579349,2C0114
2859,2C-193,2024-JUN-FINAL-Weekday-08,4507109-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579274,2C0114
2860,2C-193,2024-JUN-FINAL-Weekday-08,4507110-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579301,2C0114
2861,2C-193,2024-JUN-FINAL-Weekday-08,4507111-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579370,2C0114
2862,2C-193,2024-JUN-FINAL-Weekday-08,4507112-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579334,2C0114
2863,2C-193,2024-JUN-FINAL-Weekday-08,4507113-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579274,2C0114
2864,2C-193,2024-JUN-FINAL-Weekday-08,4507114-2024-JUN-FINAL-Weekday-08,2C MIDLOTHIAN/SEMMES/NORTH AVE,0,579355,2C0114
