_id,route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
1,20-193,2024-JUN-FINAL-Weekday-01,4461667-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577963,200125
2,20-193,2024-JUN-FINAL-Weekday-01,4461668-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577934,200122
3,20-193,2024-JUN-FINAL-Weekday-01,4461669-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577993,200125
4,20-193,2024-JUN-FINAL-Weekday-01,4461670-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577929,200122
5,20-193,2024-JUN-FINAL-Weekday-01,4461671-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
6,20-193,2024-JUN-FINAL-Weekday-01,4461672-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577963,200122
7,20-193,2024-JUN-FINAL-Weekday-01,4461673-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577929,200125
8,20-193,2024-JUN-FINAL-Weekday-01,4461674-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577963,200125
9,20-193,2024-JUN-FINAL-Weekday-01,4461675-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577993,200122
10,20-193,2024-JUN-FINAL-Weekday-01,4461676-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577993,200125
11,20-193,2024-JUN-FINAL-Weekday-01,4461677-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577963,200122
12,20-193,2024-JUN-FINAL-Weekday-01,4461678-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577963,200125
13,20-193,2024-JUN-FINAL-Weekday-01,4461679-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577934,200122
14,20-193,2024-JUN-FINAL-Weekday-01,4461680-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
15,20-193,2024-JUN-FINAL-Weekday-01,4461681-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578032,200122
16,20-193,2024-JUN-FINAL-Weekday-01,4461682-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578032,200125
17,20-193,2024-JUN-FINAL-Weekday-01,4461683-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577934,200122
18,20-193,2024-JUN-FINAL-Weekday-01,4461684-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
19,20-193,2024-JUN-FINAL-Weekday-01,4461685-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578032,200122
20,20-193,2024-JUN-FINAL-Weekday-01,4461686-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578038,200122
21,20-193,2024-JUN-FINAL-Weekday-01,4461687-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578032,200125
22,20-193,2024-JUN-FINAL-Weekday-01,4461688-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578038,200125
23,20-193,2024-JUN-FINAL-Weekday-01,4461689-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577934,200122
24,20-193,2024-JUN-FINAL-Weekday-01,4461690-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
25,20-193,2024-JUN-FINAL-Weekday-01,4461691-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578022,200122
26,20-193,2024-JUN-FINAL-Weekday-01,4461692-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578032,200122
27,20-193,2024-JUN-FINAL-Weekday-01,4461693-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578022,200125
28,20-193,2024-JUN-FINAL-Weekday-01,4461694-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578038,200122
29,20-193,2024-JUN-FINAL-Weekday-01,4461695-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578032,200125
30,20-193,2024-JUN-FINAL-Weekday-01,4461696-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577934,200122
31,20-193,2024-JUN-FINAL-Weekday-01,4461697-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578038,200125
32,20-193,2024-JUN-FINAL-Weekday-01,4461698-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578022,200122
33,20-193,2024-JUN-FINAL-Weekday-01,4461699-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
34,20-193,2024-JUN-FINAL-Weekday-01,4461700-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578038,200122
35,20-193,2024-JUN-FINAL-Weekday-01,4461701-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578022,200125
36,20-193,2024-JUN-FINAL-Weekday-01,4461702-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578038,200125
37,20-193,2024-JUN-FINAL-Weekday-01,4461703-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578022,200122
38,20-193,2024-JUN-FINAL-Weekday-01,4461704-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578038,200122
39,20-193,2024-JUN-FINAL-Weekday-01,4461705-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578022,200125
40,20-193,2024-JUN-FINAL-Weekday-01,4461706-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577929,200122
41,20-193,2024-JUN-FINAL-Weekday-01,4461707-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
42,20-193,2024-JUN-FINAL-Weekday-01,4461708-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577963,200122
43,20-193,2024-JUN-FINAL-Weekday-01,4461709-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577929,200125
44,20-193,2024-JUN-FINAL-Weekday-01,4461710-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577993,200122
45,20-193,2024-JUN-FINAL-Weekday-01,4461711-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577993,200125
46,20-193,2024-JUN-FINAL-Weekday-01,4461712-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577963,200125
47,20-193,2024-JUN-FINAL-Weekday-01,4461713-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577934,200122
48,20-193,2024-JUN-FINAL-Weekday-01,4461714-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577929,200122
49,20-193,2024-JUN-FINAL-Weekday-01,4461715-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577929,200125
50,20-193,2024-JUN-FINAL-Weekday-01,4461716-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
51,20-193,2024-JUN-FINAL-Weekday-01,4461717-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577963,200122
52,20-193,2024-JUN-FINAL-Weekday-01,4461718-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577993,200122
53,20-193,2024-JUN-FINAL-Weekday-01,4461719-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578038,200125
54,20-193,2024-JUN-FINAL-Weekday-01,4461720-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
55,20-193,2024-JUN-FINAL-Weekday-01,4461721-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577929,200125
56,20-193,2024-JUN-FINAL-Weekday-01,4461722-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577993,200125
57,20-193,2024-JUN-FINAL-Weekday-01,4461723-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577929,200125
58,20-193,2024-JUN-FINAL-Weekday-01,4461724-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578038,200125
59,20-193,2024-JUN-FINAL-Weekday-01,4461725-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578022,200125
60,20-193,2024-JUN-FINAL-Weekday-01,4461726-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578032,200125
61,20-193,2024-JUN-FINAL-Weekday-01,4461727-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,577934,200125
62,20-193,2024-JUN-FINAL-Weekday-01,4461728-2024-JUN-FINAL-Weekday-01,20 HIGHLAND PARK/CARYTOWN/SS PLAZA,1,578032,200125
63,20-193,2024-JUN-FINAL-Weekday-01,4461729-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577934,200122
64,20-193,2024-JUN-FINAL-Weekday-01,4461730-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577929,200122
65,20-193,2024-JUN-FINAL-Weekday-01,4461731-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577993,200122
66,20-193,2024-JUN-FINAL-Weekday-01,4461732-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577929,200122
67,20-193,2024-JUN-FINAL-Weekday-01,4461733-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578038,200122
68,20-193,2024-JUN-FINAL-Weekday-01,4461734-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578022,200122
69,20-193,2024-JUN-FINAL-Weekday-01,4461735-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578032,200122
70,20-193,2024-JUN-FINAL-Weekday-01,4461736-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,577934,200122
71,20-193,2024-JUN-FINAL-Weekday-01,4461737-2024-JUN-FINAL-Weekday-01,20 CARYTOWN/BOULEVARD/HIGHLAND PARK,0,578032,200122
72,29-193,2024-JUN-FINAL-Weekday-01,4461738-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),0,577007,290122
73,29-193,2024-JUN-FINAL-Weekday-01,4461739-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),1,577007,290131
74,29-193,2024-JUN-FINAL-Weekday-01,4461740-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),0,577007,290122
75,29-193,2024-JUN-FINAL-Weekday-01,4461741-2024-JUN-FINAL-Weekday-01,TO GRTC GARAGE,1,577007,290132
76,29-193,2024-JUN-FINAL-Weekday-01,4461742-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),1,576992,290131
77,29-193,2024-JUN-FINAL-Weekday-01,4461743-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),0,576992,290122
78,29-193,2024-JUN-FINAL-Weekday-01,4461744-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),1,576992,290131
79,29-193,2024-JUN-FINAL-Weekday-01,4461745-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),0,577014,290122
80,29-193,2024-JUN-FINAL-Weekday-01,4461746-2024-JUN-FINAL-Weekday-01,TO GRTC GARAGE,1,577014,290132
81,29-193,2024-JUN-FINAL-Weekday-01,4461747-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),0,577022,290122
82,29-193,2024-JUN-FINAL-Weekday-01,4461748-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),1,577022,290131
83,29-193,2024-JUN-FINAL-Weekday-01,4461749-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),0,577022,290122
84,29-193,2024-JUN-FINAL-Weekday-01,4461750-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),1,577030,290131
85,29-193,2024-JUN-FINAL-Weekday-01,4461751-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),0,577030,290122
86,29-193,2024-JUN-FINAL-Weekday-01,4461752-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),1,577030,290131
87,29-193,2024-JUN-FINAL-Weekday-01,4461753-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),1,577008,290131
88,29-193,2024-JUN-FINAL-Weekday-01,4461754-2024-JUN-FINAL-Weekday-01,29 GASKINS EXPRESS (HRC),0,577008,290122
89,5-193,2024-JUN-FINAL-Weekday-01,4461755-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
90,5-193,2024-JUN-FINAL-Weekday-01,4461756-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
91,5-193,2024-JUN-FINAL-Weekday-01,4461757-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
92,5-193,2024-JUN-FINAL-Weekday-01,4461758-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
93,5-193,2024-JUN-FINAL-Weekday-01,4461759-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
94,5-193,2024-JUN-FINAL-Weekday-01,4461760-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
95,5-193,2024-JUN-FINAL-Weekday-01,4461761-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
96,5-193,2024-JUN-FINAL-Weekday-01,4461762-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
97,5-193,2024-JUN-FINAL-Weekday-01,4461763-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
98,5-193,2024-JUN-FINAL-Weekday-01,4461764-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
99,5-193,2024-JUN-FINAL-Weekday-01,4461765-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
100,5-193,2024-JUN-FINAL-Weekday-01,4461766-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
101,5-193,2024-JUN-FINAL-Weekday-01,4461767-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
102,5-193,2024-JUN-FINAL-Weekday-01,4461768-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
103,5-193,2024-JUN-FINAL-Weekday-01,4461769-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
104,5-193,2024-JUN-FINAL-Weekday-01,4461770-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
105,5-193,2024-JUN-FINAL-Weekday-01,4461771-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
106,5-193,2024-JUN-FINAL-Weekday-01,4461772-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
107,5-193,2024-JUN-FINAL-Weekday-01,4461773-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
108,5-193,2024-JUN-FINAL-Weekday-01,4461774-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
109,5-193,2024-JUN-FINAL-Weekday-01,4461775-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
110,5-193,2024-JUN-FINAL-Weekday-01,4461776-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
111,5-193,2024-JUN-FINAL-Weekday-01,4461777-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
112,5-193,2024-JUN-FINAL-Weekday-01,4461778-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
113,5-193,2024-JUN-FINAL-Weekday-01,4461779-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
114,5-193,2024-JUN-FINAL-Weekday-01,4461780-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
115,5-193,2024-JUN-FINAL-Weekday-01,4461781-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
116,5-193,2024-JUN-FINAL-Weekday-01,4461782-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
117,5-193,2024-JUN-FINAL-Weekday-01,4461783-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
118,5-193,2024-JUN-FINAL-Weekday-01,4461784-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
119,5-193,2024-JUN-FINAL-Weekday-01,4461785-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
120,5-193,2024-JUN-FINAL-Weekday-01,4461786-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
121,5-193,2024-JUN-FINAL-Weekday-01,4461787-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
122,5-193,2024-JUN-FINAL-Weekday-01,4461788-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
123,5-193,2024-JUN-FINAL-Weekday-01,4461789-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
124,5-193,2024-JUN-FINAL-Weekday-01,4461790-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
125,5-193,2024-JUN-FINAL-Weekday-01,4461791-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
126,5-193,2024-JUN-FINAL-Weekday-01,4461792-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
127,5-193,2024-JUN-FINAL-Weekday-01,4461793-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
128,5-193,2024-JUN-FINAL-Weekday-01,4461794-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
129,5-193,2024-JUN-FINAL-Weekday-01,4461795-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
130,5-193,2024-JUN-FINAL-Weekday-01,4461796-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
131,5-193,2024-JUN-FINAL-Weekday-01,4461797-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
132,5-193,2024-JUN-FINAL-Weekday-01,4461798-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
133,5-193,2024-JUN-FINAL-Weekday-01,4461799-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
134,5-193,2024-JUN-FINAL-Weekday-01,4461800-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
135,5-193,2024-JUN-FINAL-Weekday-01,4461801-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
136,5-193,2024-JUN-FINAL-Weekday-01,4461802-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
137,5-193,2024-JUN-FINAL-Weekday-01,4461803-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
138,5-193,2024-JUN-FINAL-Weekday-01,4461804-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
139,5-193,2024-JUN-FINAL-Weekday-01,4461805-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577936,50148
140,5-193,2024-JUN-FINAL-Weekday-01,4461806-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577954,50148
141,5-193,2024-JUN-FINAL-Weekday-01,4461807-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577972,50148
142,5-193,2024-JUN-FINAL-Weekday-01,4461808-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577988,50148
143,5-193,2024-JUN-FINAL-Weekday-01,4461809-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577931,50148
144,5-193,2024-JUN-FINAL-Weekday-01,4461810-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN,1,577948,50148
145,5-193,2024-JUN-FINAL-Weekday-01,4461811-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577936,50147
146,5-193,2024-JUN-FINAL-Weekday-01,4461812-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577954,50147
147,5-193,2024-JUN-FINAL-Weekday-01,4461813-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577972,50147
148,5-193,2024-JUN-FINAL-Weekday-01,4461814-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577988,50147
149,5-193,2024-JUN-FINAL-Weekday-01,4461815-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577931,50147
150,5-193,2024-JUN-FINAL-Weekday-01,4461816-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577948,50147
151,5-193,2024-JUN-FINAL-Weekday-01,4461817-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577936,50147
152,5-193,2024-JUN-FINAL-Weekday-01,4461818-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577954,50147
153,5-193,2024-JUN-FINAL-Weekday-01,4461819-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577972,50147
154,5-193,2024-JUN-FINAL-Weekday-01,4461820-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577988,50147
155,5-193,2024-JUN-FINAL-Weekday-01,4461821-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577931,50147
156,5-193,2024-JUN-FINAL-Weekday-01,4461822-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577948,50147
157,5-193,2024-JUN-FINAL-Weekday-01,4461823-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577936,50147
158,5-193,2024-JUN-FINAL-Weekday-01,4461824-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577954,50147
159,5-193,2024-JUN-FINAL-Weekday-01,4461825-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577972,50147
160,5-193,2024-JUN-FINAL-Weekday-01,4461826-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577988,50147
161,5-193,2024-JUN-FINAL-Weekday-01,4461827-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577931,50147
162,5-193,2024-JUN-FINAL-Weekday-01,4461828-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577948,50147
163,5-193,2024-JUN-FINAL-Weekday-01,4461829-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577936,50147
164,5-193,2024-JUN-FINAL-Weekday-01,4461830-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577954,50147
165,5-193,2024-JUN-FINAL-Weekday-01,4461831-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577972,50147
166,5-193,2024-JUN-FINAL-Weekday-01,4461832-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577988,50147
167,5-193,2024-JUN-FINAL-Weekday-01,4461833-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577931,50147
168,5-193,2024-JUN-FINAL-Weekday-01,4461834-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577948,50147
169,5-193,2024-JUN-FINAL-Weekday-01,4461835-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577936,50147
170,5-193,2024-JUN-FINAL-Weekday-01,4461836-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577954,50147
171,5-193,2024-JUN-FINAL-Weekday-01,4461837-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577972,50147
172,5-193,2024-JUN-FINAL-Weekday-01,4461838-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577988,50147
173,5-193,2024-JUN-FINAL-Weekday-01,4461839-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577931,50147
174,5-193,2024-JUN-FINAL-Weekday-01,4461840-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577948,50147
175,5-193,2024-JUN-FINAL-Weekday-01,4461841-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577936,50147
176,5-193,2024-JUN-FINAL-Weekday-01,4461842-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577954,50147
177,5-193,2024-JUN-FINAL-Weekday-01,4461843-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577972,50147
178,5-193,2024-JUN-FINAL-Weekday-01,4461844-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577988,50147
179,5-193,2024-JUN-FINAL-Weekday-01,4461845-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577931,50147
180,5-193,2024-JUN-FINAL-Weekday-01,4461846-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577948,50147
181,5-193,2024-JUN-FINAL-Weekday-01,4461847-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577936,50147
182,5-193,2024-JUN-FINAL-Weekday-01,4461848-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577954,50147
183,5-193,2024-JUN-FINAL-Weekday-01,4461849-2024-JUN-FINAL-Weekday-01,5 CARY/MAIN/WHITCOMB,0,577972,50147
